Index,Sentences,Annotation
88004,President Clinton opposes voluntary prayer amendment.,Premise
88058,Opposes an amendment to protect the flag of the United States of America.,Premise
88132,People give their lives.,None
88157,Couple of service men here.,Claim
88185,"They sacrifice, they give everything for America.",None
88235,We ought to protect the American flag with a constitutional amendment.,None
88306,But beyond that we need to address the economy.,None
88354,I will just say my time is running out here.,Premise
88399,It's a very proud moment for me.,Premise
88432,What I want the voters to do is to make a decision.,Premise
88484,And I want them to be proud of their vote in the years ahead.,Premise
88546,Proud that they voted for the right candidate.,Premise
88593,Proud that they voted hopefully for me.,Premise
88633,"And I'll just make you one promise, my word is good.",Claim
88686,Democrats and Republicans said Bob Dole's word is good.,Claim
88742,I keep my word.,Claim
88758,I promise you the economy is going to get better.,Claim
88808,We're going to have a good economic package.,None
88853,We're going into the next century a better America.,None
88905,Thank you.,None
88926,"Thank you, Jim.",None
88942,"And thank you, ladies and gentlemen, and all the people who are watching.",None
89016,One thing I would like to say is I agree with what Senator Dole said.,None
89086,"It's a remarkable thing in a country like ours, a man who grew up in Russell, Kansas, and one who was born to a widowed mother in Hope, Arkansas, could wind up running for president.",None
89269,Could have a chance to serve as president.,Claim
89312,First thing I want to say is thank you for giving me the chance to be president.,Premise
89393,This election is about two different visions about how we should go into the 21st Century.,Premise
89484,"Would we be better off as I believe, working together to give each other the tools we need to make the most of our God-given potential, or are we better off saying, you're on your own?",Claim
89669,Would we be better off building that bridge to the future together so we can all walk across it or saying you can get across yourself?,Claim
89804,"If you don't agree -- leave this room with anything else tonight and if the people watching us don't leave with anything else, I hope you will leave with this.",Claim
89964,This is a real important election.,Claim
89999,"The world is changing dramatically in how we work and how we live, how we relate to each other, huge changes.",None
90109,And the decisions we make will have enormous practical consequences.,None
90178,So we've talked about our responsibility tonight.,Claim
90228,"I want to talk about your responsibility, and your responsibility.",None
90295,Your responsibility is to show up on November the 5th.,Claim
90350,"Because you're going to decide whether we're going to balance the budget now, but protect Medicare, Medicaid, education and the environment.",Claim
90491,"You will decide whether we're going to keep fighting crime with a Brady Bill, assault weapons and finish putting those 100,000 police.",Claim
90626,Whether we're going to move a million people from welfare to work.,Claim
90693,Whether we're going to give our families more protection for their kids against drugs and tobacco and gangs and guns.,Claim
90811,Whether we're going to give our children a world-class education.,Claim
90877,Where every eight-year-old can read.,Claim
90914,Every 12-year-old can log in on the Internet.,Claim
90960,Every 18-year-old can go to college.,Claim
90997,If we do those things we will build that bridge to the 21st Century and the greatest country in history will be even greater.,None
91123,Thank you.,
8,Good evening from the Clark Athletic Center at the University of Massachusetts in Boston.,None
98,"I'm Jim Lehrer of the NewsHour on PBS, and I welcome you to the first of three 90-minute debates between the Democratic candidate for president, Vice President Al Gore and the Republican candidate, Governor George W. Bush of Texas.",None
330,The debates are sponsored by the Commission on Presidential Debates and they will be conducted within formats and rules agreed to between the commission and the two campaigns.,None
506,We'll have the candidates at podiums.,None
544,No answer to a question can exceed two minutes.,None
592,Rebuttal is limited to one minute.,None
627,But as moderator I have the option to follow up and to extend any particular give and take another three-and-a-half minutes.,None
752,"Even then, no single answer can exceed two minutes.",None
804,The candidates under their rules may not question each other directly.,None
875,"There will be no opening statements, but each candidate may have up to two minutes for a closing statement.",None
983,The questions and the subjects were chosen by me alone.,None
1039,"I have told no one from the two campaigns, or the Commission, or anyone else involved what they are.",None
1140,There is a small audience in the hall tonight.,None
1187,"They are not here to participate, only to listen.",None
1237,"I have asked, and they have agreed, to remain silent for the next 90 minutes.",None
1315,"Except for right now, when they will applaud as we welcome the two candidates, Governor Bush and Vice President Gore.",None
1433,(Applause),None
1454,"And now the first question as determined by a flip of a coin, it goes to Vice President Gore.",None
1548,"Vice President Gore, you have questioned whether Governor Bush has the experience to be President of the United States.",None
1668,What exactly do you mean?,None
1701,"Well, Jim, first of all, I would like to thank the sponsors of this debate and the people of Boston for hosting the debate.",None
1825,"I would like to thank Governor Bush for participating, and I would like to say I'm happy to be here with Tipper and our family.",None
1953,I have actually not questioned Governor Bush's experience.,None
2012,I have questioned his proposals.,None
2045,And here is why.,None
2062,I think this is a very important moment for our country.,Claim
2119,We have achieved extraordinary prosperity.,Premise
2162,"And in this election, America has to make an important choice.",Premise
2225,"Will we use our prosperity to enrich not just the few, but all of our families?",Premise
2305,I believe we have to make the right and responsible choices.,Claim
2366,"If I'm entrusted with the presidency, here are the choices that I will make.",Premise
2443,I will balance the budget every year.,Claim
2481,I will pay down the national debt.,Claim
2516,I will put Medicare and Social Security in a lockbox and protect them.,Claim
2587,And I will cut taxes for middle-class families.,Claim
2635,I believe it's important to resist the temptation to squander our surplus.,Claim
2710,"If we make the right choices, we can have a prosperity that endures and enriches all of our people.",Claim
2810,"If I'm entrusted with the presidency, I will help parents and strengthen families because, you know, if we have prosperity that grows and grows, we still won't be successful unless we strengthen families by, for example, ensuring that children can always go to schools that are safe.",Premise
3094,By giving parents the tools to protect their children against cultural pollution.,Premise
3176,I will make sure that we invest in our country and our families.,Claim
3241,"And I mean investing in education, health care, the environment, and middle-class tax cuts and retirement security.",Claim
3357,That is my agenda and that is why I think that it's not just a question of experience.,Claim
3453,"Governor Bush, one minute rebuttal.",None
3496,"Well, we do come from different places.",Claim
3536,I come from West Texas.,Premise
3560,The governor is the chief executive officer.,Premise
3605,We know how to set agendas.,None
3633,I think you'll find the difference reflected in our budgets.,Claim
3694,I want to take one-half of the surplus and dedicate it to Social Security.,Premise
3769,"One-quarter of the surplus for important projects, and I want to send one-quarter of the surplus back to the people who pay the bills.",Premise
3904,I want everybody who pays taxes to have their tax rates cut.,Premise
3965,"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",Claim
4080,His plan is three times larger than President Clinton's proposed plan eight years ago.,Premise
4167,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.",Premise
4269,It it empowers Washington.,Premise
4296,Tonight youÃ¢â‚¬â„¢re going to hear that my passion and my vision is to empower Americans to be able to make decisions for themselves in their own lives.,Claim
4459,"So I take it by your answer, then, Mr. Vice President, that in an interview recently with the ""New York Times"" when you said that you questioned whether or not Governor Bush has experience enough to be president, you were talking about strictly policy differences.",Claim
4731,"Yes, Jim.",None
4741,"I said that his tax cut plan, for example, raises the question of whether it's the right choice for the country.",Claim
4854,And let me give you an example of what I mean.,Premise
4901,"Under Governor Bush's tax cut proposal, he would spend more money on tax cuts for the wealthiest 1% than all of the new spending that he proposes for education, health care, prescription drugs and national defense all combined.",None
5129,"Now, I think those are the wrong priorities.",Claim
5174,"Now, under my proposal, for every dollar that I propose in spending for things like education and health care, I will put another dollar into middle class tax cuts.",Claim
5339,"And for every dollar that I spend in those two categories, I'll put $2 toward paying down the national debt.",Claim
5448,I think it's very important to keep the debt going down and completely eliminate it.,Claim
5533,And I also think it's very important to go to the next stage of welfare reform.,Premise
5613,Our country has cut the welfare rolls in half.,Claim
5660,I fought hard from my days in the Senate and as vice president to cut the welfare rolls and we've moved millions of people in America into good jobs.,Premise
5810,"But it's now time for the next stage of welfare reform, and include fathers and not only mothers.",None
5917,We're going to get a lot of those.,None
5959,Let me just say that obviously tonight we're going to hear some phony numbers about what I think and what we ought to do.,Claim
6081,People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion.,Premise
6243,And my plan say why don't we pass 1.3 trillion of that back to the people who pay the bills?,Premise
6336,Surely we can afford 5% of the $25 trillion that are coming into the treasury to the hard working people that pay the bills.,Claim
6461,There is a difference of opinion.,Claim
6495,My opponent thinks the government -- the surplus is the government's money.,Claim
6571,That's not what I think.,Claim
6596,I think it's the hard-working people of America's money and I want to share some of that money with you so you have more money to build and save and dream for your families.,Premise
6770,It's a difference of opinion.,Premise
6800,It's a difference between government making decisions for you and you getting more of your money to make decisions for yourself.,None
6938,Let me just follow up one quick question.,None
6980,"When you hear Vice President Gore question your experience, do you read it the same way, that he's talking about policy differences only?",Claim
7125,Yes.,Claim
7130,I take him for his word.,None
7155,"Look, I fully recognize I'm not of Washington.",Premise
7202,I'm from Texas.,Claim
7218,"And he's got a lot of experience, but so do I.",Premise
7265,And I've been the chief executive officer of the second biggest state in the union.,Premise
7349,"I have a proud record of working with both Republicans and Democrats, which is what our nation needs.",Premise
7451,"Somebody that can come to Washington and say let's forget all the finger pointing and get positive things done on Medicare, prescription drugs, Social Security, and so I take him for his word.",Claim
7651,"Jim, if I could just respond.",None
7681,I know that.,None
7694,"The governor used the phrase phony numbers, but if you look at the plan and add the numbers up, these numbers are correct.",Premise
7817,"He spends more money for tax cuts for the wealthiest 1% than all of his new spending proposals for health care, prescription drugs, education and national defense all combined.",Premise
7994,"I agree that the surplus is the American people's money, it's your money.",Premise
8068,"That's why I don't think we should give nearly half of it to the wealthiest 1%, because the other 99% have had an awful lot to do with building the surplus in our prosperity.",Premise
8252,Three-and-a-half minutes is up.,None
8284,New question.,None
8305,I hope itÃ¢â‚¬â„¢s about wealthy people.,None
8355,"Governor Bush, you have a question.",None
8391,This is a companion question to the question I asked Vice President Gore.,None
8465,You have questioned whether Vice President Gore has demonstrated the leadership qualities necessary to be President of the United States.,None
8603,What do you mean by that?,None
8636,"Actually what I've said, Jim.",None
8666,I've said that eight years ago they campaigned on prescription drugs for seniors.,Premise
8748,And four years ago they campaigned on getting prescription drugs for seniors.,Premise
8826,And now they're campaigning on getting prescription drugs for seniors.,None
8897,It seems like they can't get it done.,Claim
8935,"Now, they may blame other folks, but it's time to get somebody in Washington who is going to work with both Republicans and Democrats to get some positive things done when it comes to our seniors.",Claim
9132,And so what I've said is that there's been some missed opportunities.,Claim
9202,They've had a chance.,Premise
9224,They've had a chance to form consensus.,Claim
9264,"I've got a plan on Medicare, for example, that's a two-stage plan that says we'll have immediate help for seniors and what I call immediate Helping Hand, a $48 billion program.",Premise
9441,"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program.",Claim
9556,But we're going to give you additional choices like they give federal employees in the federal employee health plan.,Premise
9673,"They have a variety of choices to choose, so should seniors.",None
9734,"And my point has been, as opposed to politicizing an issue like Medicare, in other words, holding it up as an issue, hoping somebody bites it and try to clobber them over the head with it for political purposes, this year, in the year 2000, it's time to get it done once and for all.",Claim
10018,That's what I've been critical about the administration for.,Claim
10079,Same with Social Security.,Claim
10106,I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,Claim
10258,"Those on Social Security today will have their promise made, but also to give younger workers the option at their choice of being able to manage some of their own money in the private sector to make sure there's a Social Security system around tomorrow.",Premise
10512,"There are a lot of young workers at our rallies we go to that when they hear I'll trust them at their option to be able to manage, under certain guidelines, some of their own money to get a better rate of return so that they'll have a retirement plan in the future, they begin to nod their heads and they want a different attitude in Washington.",None
10867,One minute rebuttal.,None
10895,"Well, Jim, under my plan all seniors will get prescription drugs under Medicare.",Claim
10976,The governor has described Medicare as a government HMO.,Claim
11033,"It's not, and let me explain the difference.",Premise
11078,"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.",Premise
11185,Your doctor chooses your prescription.,Premise
11224,No HMO or insurance company can take those choices away from you.,Premise
11290,Then you go to your own pharmacy.,Premise
11324,You fill the prescription and Medicare pays half the cost.,Claim
11383,"If you're in a very poor family or if you have very high costs, Medicare will pay all the costs, a $25 premium, and much better benefits than you can possibly find in the private sector.",None
11570,Now here is the contrast.,Claim
11596,95% of all seniors would get no help whatsoever under my opponent's plan for the first four or five years.,None
11703,"Now, one thing I don't understand, Jim, is why is it that the wealthiest 1% get their tax cuts the first year, but 95% of seniors have to wait four to five years before they get a single penny?",None
11904,I guess my answer to that is the man is running on Medi-scare.,Premise
11967,Trying to frighten people in the voting booth.,Claim
12014,It's just not the way I think and it's not my intentions and not my plan.,Claim
12088,I want all seniors to have prescription drugs in Medicare.,Claim
12147,We need to reform Medicare.,Claim
12175,ThereÃ¢â‚¬â„¢s been opportunity to do so but this administration has failed to do it.,Claim
12261,"And so seniors will have not only a Medicare plan where the poor seniors will have prescription drugs paid for, but there will be a variety of options.",Premise
12413,"The current system today has meant a lot for a lot of seniors, and I really appreciate the intentions of the current system as I mentioned.",Premise
12553,If you're happy with the system you can stay in it.,Premise
12605,But there are a lot of procedures that haven't kept up in Medicare with the current times.,Premise
12696,"No prescription drug benefits, no drug therapy, no preventative medicines, no vision care.",Premise
12787,"We need to have a modern system to help seniors, and the idea of supporting a federally controlled 132,000-page document bureaucracy as being a compassionate way for seniors, and the only compassionate source of care for seniors is not my vision.",Premise
13034,I believe we ought to give seniors more options.,Claim
13083,I believe we ought to make the system work better.,Claim
13134,I know this.,None
13147,"I know it will require a different kind of leader to go to Washington to say to both Republicans and Democrats, let's come together.",Claim
13280,"You've had your chance, Vice President, you've been there for eight years and nothing has been done.",Premise
13381,"My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years.",Claim
13519,"My plan also says it requires a new approach in Washington, D.C.",Premise
13584,It's going to require somebody who can work across the partisan divide.,None
13663,If I could respond to that.,Claim
13691,Under my plan I will put Medicare in an iron clad lockbox and prevent the money from being used for anything other than Medicare.,Premise
13821,The governor has declined to endorse that idea even though the Republican as well as Democratic leaders in Congress have endorsed it.,None
13955,I would be interested to see if he would say this evening he'll put Medicare in a lockbox.,Claim
14046,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,Premise
14207,Now here is the difference.,None
14235,Some people who say the word reform actually mean cuts.,Claim
14291,"Under the governor's plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%, and that is the study of the Congressional plan that he's modeled his proposal on by the Medicare actuaries.",Premise
14548,Let me give you one quick example.,Premise
14583,There is a man here tonight named George McKinney from Milwaukee.,Premise
14649,"He's 70 years old, has high blood pressure, his wife has heart trouble.",Premise
14721,"They have an income of $25,000 a year.",Premise
14760,They can't pay for their prescription drugs and so they're some of the ones that go to Canada regularly in order to get their prescription drugs.,Claim
14906,"Under my plan, half of their costs would be paid right away.",Claim
14967,"Under Governor Bush's plan, they would get not one penny for four to five years and then they would be forced to go into an HMO or to an insurance company and ask them for coverage, but there would be no limit on the premiums or the deductibles or any of the terms and conditions.",None
15255,"I cannot let this go by, the old-style Washington politics, of we're going to scare you in the voting booth.",Claim
15364,Under my plan the man gets immediate help with prescription drugs.,Premise
15431,It's called Immediate Helping Hand.,Premise
15467,"Instead of squabbling and finger pointing, he gets immediate help.",None
15534,Let me say something.,None
15565,Your Ã¢â‚¬â€œ,None
15598,Can I make another point?,Claim
15624,"They get $25,000 a year income, that makes them ineligible.",Premise
15691,"Look, this is a man who has great numbers.",Premise
15734,He talks about numbers.,None
15758,"I'm beginning to think not only did he invent the Internet, but he invented the calculator.",Premise
15850,It's fuzzy math.,Claim
15867,It's a scaring -- he's trying to scare people in the voting booth.,Premise
15934,"Under my tax plan that he continues to criticize, I set one-third.",Claim
16001,The federal government should take no more than a third of anybody's check.,Claim
16077,But I also dropped the bottom rate from 15% to 10%.,Premise
16129,Because by far the vast majority of the help goes to people at the bottom end of the economic ladder.,Premise
16231,"If you're a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay.",Premise
16347,It's from $4000 to about $2000.,Claim
16379,"Now, the difference in our plans is I want that $2,000 to go to you, and the vice president would like to be spending the $2,000 on your behalf.",Claim
16533,"One quick thing, gentlemen.",None
16561,These are your rules.,None
16583,I'm doing my best.,None
16602,We're way over the three and a half minutes.,None
16647,I have no problems with it.,None
16675,Do you want to have a quick response?,None
16713,We're almost to five minutes on this.,Premise
16758,It's just clear you can go to the website and look.,Claim
16810,"If you make more than $25,000 a year you don't get a penny of help under the Bush prescription drug proposal for at least four to five years, and then you're pushed into a Medicare -- into an HMO or insurance company plan, and there's no limit on the premiums or the deductibles or any of the conditions.",Claim
17115,And the insurance companies say it won't work and they won't offer these plans.,None
17204,Let me ask you both this and we'll move on on the subject.,None
17263,"As a practical matter, both of you want to bring prescription drugs to seniors, correct?",None
17359,Correct.,Claim
17359,Correct.,Claim
17391,The difference is I want to bring it to 100% and he wants to bring it to 5%.,None
17475,That's totally false for him to stand up here and say that.,Claim
17535,Let me make sure the seniors hear me loud and clear.,Claim
17588,They have had their chance to get something done.,Claim
17638,I'm going to work with Democrats and Republicans to reform the system.,Claim
17709,"All seniors will be covered, all poor seniors will have their prescription drugs paid for, and in the meantime, we'll have a plan to help poor seniors and in the meantime it could be one year or two years.",Premise
17922,Let me call your attention to the key word there.,Claim
17972,He said all poor seniors.,None
18005,Wait a minute.,None
18020,All seniors are covered under prescription drugs in my plan.,Premise
18088,In the first year?,Claim
18114,"If we can get it done in the first year, you bet.",Premise
18164,Yours is phased in in eight years.,None
18206,It's a two-phase plan.,Premise
18229,For the first four years -- it takes a year to pass it and for the first four years only the poor are covered.,None
18340,Middle class seniors like George McKinney and his wife are not covered for four to five years.,None
18444,I have an idea.,None
18460,"If you have any more to say about this, you can say it in your closing statements and we'll move on, okay?",None
18567,New question.,None
18581,Vice President Gore.,None
18602,How would you contrast your approach to preventing future oil price and supply problems like we have now to the approach of Governor Bush?,None
18748,Excellent question.,Claim
18768,And here is the simple difference.,Claim
18803,"My plan has not only a short-term component, but also a long-term component.",Premise
18880,"And it focuses not only on increasing the supply, which I think we have to do, but also on working on the consumption side.",Premise
19004,"Now, in the short-term we have to free ourselves from the domination of the big oil companies that have the ability to manipulate the price from OPEC when they want to raise the price.",Claim
19189,"And in the long-term we have to give new incentives for the development of domestic resources like deep gas in the western Gulf, like stripper wells for oil, but also renewable sources of energy.",Claim
19385,And domestic sources that are cleaner and better.,Premise
19435,"And I'm proposing a plan that will give tax credits and tax incentives for the rapid development of new kinds of cars and trucks and buses and factories and boilers and furnaces that don't have as much pollution, that don't burn as much energy, and that help us get out on the cutting edge of the new technologies that will create millions of new jobs.",Premise
19788,"Because, when we sell these new products here, we'll then be able to sell them overseas.",Claim
19877,There is a ravenous demand for them overseas.,Claim
19923,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.",Premise
20150,I think that is the wrong choice.,Claim
20184,It would only give us a few months' worth of oil and the oil wouldn't start flowing for many years into the future.,Claim
20300,I don't think it's a fair price to pay to destroy precious parts of America's environment.,Premise
20391,"We have to bet on the future and move beyond the current technologies to have a whole new generation of more efficient, cleaner, energy technology.",Premise
20546,It's an issue I know a lot about.,Premise
20580,I was a small oil person for a while in west Texas.,Premise
20632,This is an administration that's had no plan.,Claim
20678,And all of a sudden the results of having no plan have caught up with America.,Claim
20757,"First and foremost we have to fully fund LIHEAP which is a way to help low income folks, particularly here in the east to pay for high fuel bills.",Claim
20904,"Secondly, we need an active exploration program in America.",Claim
20964,The only way to become less dependent on foreign sources of crude oil is to explore at home.,Claim
21057,You bet I want to open up a small part of Alaska.,Premise
21107,When that field is online it will produce one million barrels a day.,Premise
21176,Today we import one million barrels from Saddam Hussein.,Claim
21233,"I would rather that a million come from our own hemisphere, our own country as opposed to Saddam Hussein.",Claim
21339,I want to build more pipelines to move natural gas throughout this hemisphere.,Claim
21418,I want to develop the coal resources in America.,Premise
21467,Have clean coal technologies.,Claim
21497,"WeÃ¢â‚¬â„¢ve got abundant supplies of energy here in America and weÃ¢â‚¬â„¢d better get after it, we better start exploring it or otherwise we'll be in deep trouble in the future because of our dependency upon foreign sources of crude.",None
21742,"So if somebody is watching tonight and listening to what the two of you just said, is it fair to say, okay, the differences between Governor Bush and Vice President Gore are as follows.",Claim
21928,You're for doing something on the consumption end and you're for doing something on the production end?,None
22039,Let me clarify.,Claim
22055,I'm for doing something both on the supply side and production side and on the consumption side.,Premise
22152,"Let me say, that I found one thing in Governor Bush's answer that we certainly agree on, and that's the low income heating assistance program.",None
22295,I commend you for supporting that.,Premise
22330,I worked to get $400 million just a couple of weeks ago.,Premise
22387,And to establish a permanent home heating oil reserve here in the northeast.,Premise
22464,"Now, as for the proposals that I've worked for for renewables and conservation and efficiencies and new technologies.",Premise
22582,"The fact is for the last few years in the Congress, we've faced a lot of opposition to them.",Claim
22675,They've only approved about 10% of the agenda I've helped to send up there.,Claim
22751,"I think we need to get serious about this energy crisis, both in the Congress and in the White House, and if you entrust me with the presidency, I will tackle this problem and focus on new technologies that will make us less dependent on big oil or foreign oil.",Premise
23022,How would you draw the difference?,Claim
23064,Well I would first say he should have been tackling it for the last seven years.,Claim
23145,Secondly the difference is we need to explore at home.,Premise
23200,And the vice president doesn't believe in exploration in Alaska.,Premise
23265,There's a lot of shut-in gas that we need to be moving out of Alaska by pipeline.,None
23347,There's an interesting issue up in the northwest as well.,Claim
23405,Do we remove dams that produce hydroelectric energy?,Premise
23458,I'm against removing dams in the northwest.,Premise
23502,I donÃ¢â‚¬â„¢t know where the vice president stands but thatÃ¢â‚¬â„¢s a renewable energy source of energy.,None
23609,We need to keep that in line.,Premise
23639,I was in coal country in West Virginia yesterday.,Claim
23689,There is an abundant supply of coal in America.,Claim
23737,I know we can do a better job of clean coal technologies.,Claim
23795,I'm going to ask the Congress for $2 billion to make sure we have the cleanest coal technologies in the world.,Claim
23906,My answer to you is in the short-term we need to get after it here in America.,Claim
23985,We need to explore our resources and we need to develop our reservoirs of domestic production.,Premise
24080,"We also need to have a hemispheric energy policy where Canada, Mexico and the United States come together.",Premise
24187,"I brought this up recently with Vincent Fox the newly elected president in Mexico, he's a man I know from Mexico.",Premise
24301,I talked to him about how best to expedite the exploration of natural gas in Mexico and transport it up to the United States so we become less dependent on foreign sources of crude oil.,Claim
24487,This is a major problem facing America.,None
24527,The administration did not deal with it.,None
24568,It's time for a new administration to deal with the energy problem.,None
24643,"If I may just briefly, Jim, note.",None
24677,I found a couple of other things we agree upon.,Claim
24725,"We may not find that many this evening, so I wanted to emphasize.",Premise
24791,I strongly support new investments in clean coal technology.,Claim
24852,I made a proposal three months ago on this.,Claim
24896,"And also domestic exploration yes, but not in the environmental treasures of our country.",None
24986,We don't have to do that.,None
25012,That's the wrong choice.,Claim
25037,"I know the oil companies have been itching to do that, but it is not the right thing for the future.",None
25145,No.,None
25149,It's the right thing for the consumers.,Claim
25189,Less dependency upon foreign sources of crude is good for consumers.,None
25258,And we can do so in an environmentally friendly way.,None
25318,Well can I have the last word on this?,None
25366,"New question, new subject.",None
25393,Governor Bush.,Claim
25408,"If elected president, would you try to overturn the FDA's approval last week of the abortion pill RU-486?",None
25521,I don't think a president can do that.,Premise
25560,"I was disappointed in the ruling because I think abortions ought to be more rare in America, and I'm worried that that pill will create more abortions and cause more people to have abortions.",Claim
25752,"This is a very important topic and it's a very sensitive topic, because a lot of good people disagree on the issue.",Claim
25868,I think what the next president ought to do is to promote a culture of life in America.,Claim
25956,Life of the elderly and life of those living all across the country.,None
26025,Life of the unborn.,Premise
26045,"As a matter of fact, I think a noble goal for this country is that every child, born or unborn, need to be protected by law and welcomed to life.",Claim
26191,I know we need to change a lot of minds before we get there in America.,Claim
26263,"What I do believe is that we can find good, common ground on issues of parental consent or parental notification.",None
26377,I know we need to ban partial birth abortions.,Claim
26424,This is a place where my opponent and I have strong disagreement.,Claim
26490,I believe banning partial birth abortions would be a positive step to reducing the number of abortions in America.,Premise
26605,This is an issue that will require a new attitude.,Claim
26656,We've been battling over abortion for a long period of time.,Claim
26717,Surely this nation can come together to promote the value of life.,Claim
26784,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,Claim
26904,Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,None
27107,Surely we can find common ground to reduce the number of abortions in America.,None
27186,"As to the drug itself, I mentioned I was disappointed.",Premise
27241,I hope the FDA took its time to make sure that American women will be safe who use this drug.,Claim
27344,Vice President Gore?,Premise
27372,"Well, Jim, the FDA took 12 years, and I do support that decision.",None
27438,They determined it was medically safe for the women who use that drug.,None
27509,This is indeed a very important issue.,Claim
27548,"First of all on the issue of partial birth or so-called late-term abortion, I would sign a law banning that procedure, provided that doctors have the ability to save a woman's life or to act if her health is severely at risk.",None
27774,That's not the main issue.,Claim
27801,The main issue is whether or not the Roe v. Wade decision is going to be overturned.,Claim
27886,I support a woman's right to choose.,Premise
27923,My opponent does not.,Premise
27945,It is important because the next president is going to appoint three and maybe even four justices of the Supreme Court.,Claim
28065,"And Governor Bush has declared to the anti-choice groups that he will appoint justices in the mold of Scalia and Clarence Thomas, who are known for being the most vigorous opponents of a woman's right to choose.",None
28277,Here is the difference.,Claim
28301,He trusts the government to order a woman to do what it thinks she ought to do.,Claim
28381,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",None
28476,And I think a woman's right to choose ought to be protected and defended.,None
28559,"Governor, we'll go to the Supreme Court question in a moment, but make sure I understand your position on RU-486.",None
28673,"If you're elected president, not through appointments to the FDA, you won't support legislation to overturn this?",None
28794,I don't think a president can unilaterally overturn it.,None
28850,The FDA has made its decision.,None
28890,"That means you wouldn't, through appointments, to the FDA and ask them to --",None
28974,"I think once a decision has been made, it's been made unless it's proven to be unsafe to women.",None
29077,"Jim, the question you asked, if I heard you correctly, was would he support legislation to overturn it.",None
29181,"And if I heard the statement day before yesterday, you said you would order -- he said he would order his FDA appointee to review the decision.",Claim
29325,Now that sounds to me a little bit different.,None
29371,I just think that we ought to support the decision.,None
29430,I said I would make sure that women would be safe who used the drug.,None
29508,On the Supreme Court question.,Claim
29539,Should a voter assume -- you're pro-life.,None
29588,I am pro-life.,Claim
29612,"Should a voter assume that all judicial appointments you make to the supreme court or any other court, federal court, will also be pro-life?",Claim
29760,The voters should assume I have no litmus test on that issue or any other issue.,Premise
29841,Voters will know I'll put competent judges on the bench.,Claim
29898,People who will strictly interpret the Constitution and not use the bench to write social policy.,Claim
29996,That is going to be a big difference between my opponent and me.,Premise
30061,I believe that the judges ought not to take the place of the legislative branch of government.,Claim
30156,That they're appointed for life and that they ought to look at the Constitution as sacred.,Claim
30247,They shouldn't misuse their bench.,Claim
30282,I don't believe in liberal activist judges.,Premise
30326,I believe in strict constructionists.,None
30364,Those are the kind of judges I will appoint.,Premise
30409,"I've named four supreme court justices in the State of Texas and would ask the people to check out their qualifications, their deliberations.",None
30551,"They're good, solid men and women who have made good, sound judgments on behalf of the people of Texas.",Claim
30664,What kind of appointments should they expect from you?,Premise
30726,We both use similar language to reach an exactly opposite outcome.,Claim
30793,"I don't favor a litmus test, but I know that there are ways to assess how a potential justice interprets the Constitution.",Claim
30916,"And in my view, the Constitution ought to be interpreted as a document that grows with our country and our history.",Premise
31032,"And I believe, for example, that there is a right of privacy in the Fourth Amendment.",Claim
31118,"And when the phrase a strict constructionist is used and when the names of Scalia and Thomas are used as the benchmarks for who would be appointed, those are code words, and nobody should mistake this, for saying the governor would appoint people who would overturn Roe v. Wade.",None
31397,It's very clear to me.,None
31420,I would appoint people that have a philosophy that I think would have it quite likely they would uphold Roe v. Wade.,None
31546,Is the vice president right?,Claim
31575,Is that a code word for overturning Roe v. Wade?,Premise
31631,It sounds like the vice presidentÃ¢â‚¬â„¢s not right very many times tonight.,Premise
31709,I just told you the criteria on which I'll appoint judges.,Premise
31768,I have a record of appointing judges in the State of Texas.,Premise
31828,That's what a governor gets to do.,None
31863,A governor gets to name supreme court judges.,None
31909,He also reads all kinds of things into my tax plan and into my Medicare plan.,None
31987,I want the viewers out there to listen to what I have to say about it.,None
32067,Reverse the question.,Claim
32089,What code phrases should we read by what you said about what kind of people you would appoint?,Premise
32191,It would be likely that they would uphold Roe v. Wade.,None
32246,I do believe it's wrong to use a litmus test.,Premise
32292,"If you look at the history of a lower court judge's rulings, you can get a pretty good idea of how they'll interpret questions.",Premise
32420,"A lot of questions are first impression, and these questions that have been seen many times come up in a new context and so -- but, you know, this is a very important issue.",Premise
